Id,Level,Reading_On,Reading_Kun,Strokes
向,8,"['コウ', 'キョウ', 'ショウ']","['む（かう）', 'む（く）', 'む（ける）', 'む（こう）', 'さき（に）']",6
港,8,['コウ'],['みなと'],12
巷,1,['コウ'],['ちまた'],9
号,8,"['ゴウ', 'コウ']","['さけ（ぶ）', 'よびな']",5
根,8,['コン'],['ね'],10
祭,8,['サイ'],"['まつ（り）', 'まつ（る）']",11
示,6,"['ジ', 'シ', 'キ', 'ギ']",['しめ（す）'],5
指,8,['シ'],"['さ（す）', 'ゆび']",9
扌,-1,[],[],3
旨,4,['シ'],"['むね', 'うま（い）']",6
始,8,['シ'],"['はじ（まる）', 'はじ（める）']",8
歯,8,['シ'],"['は', 'よわい']",12
死,8,['シ'],['し（ぬ）'],6
歹,-1,"['ガツ', 'タイ']",[],4
詩,8,['シ'],['うた'],13
仕,8,"['シ', 'ジ']","['つか（える）', 'つかまつ（る）']",5
使,8,['シ'],"['つか（う）', 'つか（わす）']",8
吏,3,['リ'],['つかさ'],6
次,8,"['ジ', 'シ']","['つぎ', 'つ（ぐ）', 'つい（ず）', 'やど（る）']",6
持,8,"['ジ', 'チ']",['も（つ）'],9
事,8,"['ジ', 'ズ']","['こと', 'つか（える）']",8
亅,-1,['ケツ'],[],1
式,8,"['シキ', 'ショク']","['のっと（る）', 'のり']",6
弋,1,['ヨク'],"['いぐるみ', 'う（かぶ）', 'くい', 'くろ（い）', 'と（る）']",3
実,8,['ジツ'],"['み', 'みの（る）', 'さね', 'まこと', 'まめ', 'み（ちる）']",8
写,8,['シャ'],"['うつ（す）', 'うつ（る）']",5
与,4,['ヨ'],"['あた（える）', 'あずか（る）', 'くみ（する）']",3
者,8,['シャ'],['もの'],8
昔,8,"['シャク', 'セキ']",['むかし'],8
龷,-1,,,-1
酒,8,['シュ'],"['さか', 'さけ']",10
酉,1,['ユウ'],"['とり', 'ひよみのとり']",7
守,8,"['シュ', 'ス']","['まも（る）', 'も（り）', 'かみ']",6
主,8,"['シュ', 'ス']","['おも', 'ぬし', 'あるじ', 'つかさど（る）']",5
取,8,['シュ'],['と（る）'],8
受,8,"['ジュ', 'ズ']","['う（かる）', 'う（ける）']",8
爫,-1,,,-1
習,8,"['シュウ', 'ジュウ']",['なら（う）'],11
拾,8,"['シュウ', 'ジュウ']","['ひろ（う）', 'とお']",9
集,8,['シュウ'],"['あつ（まる）', 'あつ（める）', 'つど（う）', 'すだ（く）', 'たか（る）']",12
隹,-1,['スイ'],"['とり', 'ふるとり']",8
終,8,['シュウ'],"['お（える）', 'お（わる）', 'しま（う）', 'つい（に）']",11
州,8,"['シュウ', 'ス']","['す', 'くに', 'しま']",6
重,8,"['ジュウ', 'チョウ']","['おも（い）', 'かさ（なる）', 'かさ（ねる）', 'え', 'おも（んじる）']",9
住,8,"['ジュウ', 'チュウ']","['す（まう）', 'す（む）', 'とど（まる）']",7
宿,8,"['シュク', 'スク', 'シュウ']","['やど', 'やど（す）', 'やど（る）']",11
佰,1,"['ハク', 'ヒャク']",['おさ'],8
暑,8,['ショ'],['あつ（い）'],12
所,8,"['ショ', 'ソ']",['ところ'],8
助,8,['ジョ'],"['たす（かる）', 'たす（ける）', 'すけ']",7
消,8,['ショウ'],"['き（える）', 'け（す）']",10
肖,2,['ショウ'],"['あやか（る）', 'かたど（る）', 'に（る）']",7
昭,8,['ショウ'],['あき（らか）'],9
召,4,['ショウ'],['め（す）'],5
章,8,['ショウ'],"['あや', 'しるし', 'ふみ']",11
商,8,['ショウ'],"['あきな（う）', 'あきな（い）', 'はか（る）']",11
冏,1,"['キョウ', 'ケイ']",['あき（らか）'],7
勝,8,['ショウ'],"['か（つ）', 'まさ（る）', 'すぐ（れる）', 'た（える）']",12
劵,-1,"['ケン', 'ゲン']","['あ（きる）', 'あぐ（む）', 'う（む）', 'つか（れる）']",8
乗,8,"['ジョウ', 'ショウ']","['の（せる）', 'の（る）']",9
植,8,"['ショク', 'チ']","['う（える）', 'う（わる）', 'た（てる）']",12
身,8,['シン'],"['み', 'みずか（ら）']",7
進,8,['シン'],"['すす（む）', 'すす（める）']",11
申,8,['シン'],"['もう（す）', 'かさ（ねる）', 'さる']",5
深,8,['シン'],"['ふか（い）', 'ふか（まる）', 'ふか（める）', 'ふ（ける）', 'み']",11
罙,-1,,,-1
真,8,['シン'],"['ま', 'まこと']",10
神,8,"['シン', 'ジン']","['かみ', 'かん', 'こう', 'たましい']",9
世,8,"['セ', 'セイ']",['よ'],5
整,8,['セイ'],"['ととの（う）', 'ととの（える）']",16
敕,11,['チョク'],"['いまし（める）', 'みことのり']",11
全,8,"['ゼン', 'セン']","['すべ（て）', 'まった（く）']",6
想,8,"['ソウ', 'ソ']",['おも（う）'],13
相,8,"['ソウ', 'ショウ']","['あい', 'ありさま', 'さが', 'たす（ける）']",9
送,8,['ソウ'],['おく（る）'],9
关,-1,,,-1
息,8,['ソク'],"['いき', 'いこ（う）', 'やす（む）', 'や（む）']",10
速,8,['ソク'],"['はや（い）', 'はや（まる）', 'はや（める）', 'すみ（やか）']",10
束,7,['ソク'],"['たば', 'つか', 'つか（ねる）']",7
族,8,['ゾク'],['やから'],11
他,8,['タ'],['ほか'],5
打,8,"['ダ', 'チョウ', 'テイ']","['う（つ）', 'ダース', 'ぶ（つ）']",5
代,8,"['タイ', 'ダイ']","['か（える）', 'か（わる）', 'よ', 'しろ']",5
対,8,"['タイ', 'ツイ']","['こた（える）', 'そろ（い）', 'つれあい', 'む（かう）']",7
待,8,['タイ'],['ま（つ）'],9
第,8,"['ダイ', 'テイ']","['つい（で）', 'やしき']",11
弔,2,['チョウ'],['とむら（う）'],4
題,8,"['ダイ', 'テイ']",['ひたい'],18
是,4,"['ゼ', 'シ']","['こ（の）', 'これ', 'ただ（しい）']",9
短,8,['タン'],['みじか（い）'],12
炭,8,['タン'],['すみ'],9
灰,5,"['カイ', 'ケ']",['はい'],6
談,8,"['ダン', 'タン']",['かた（る）'],15
炎,3,['エン'],"['ほのお', 'ほむら', 'も（える）']",8
着,8,"['チャク', 'ジャク']","['き（せる）', 'き（る）', 'つ（く）', 'つ（ける）']",12
注,8,['チュウ'],"['そそ（ぐ）', 'さ（す）', 'つ（ぐ）']",8
柱,8,['チュウ'],['はしら'],9
調,8,['チョウ'],"['しら（べる）', 'ととの（う）', 'ととの（える）', 'あざけ（る）', 'みつぎ', 'やわら（ぐ）']",15
帳,8,['チョウ'],"['とばり', 'はり']",11
追,8,['ツイ'],['お（う）'],9
𠂤,-1,,,-1
定,8,"['ジョウ', 'テイ']","['さだ（まる）', 'さだ（める）', 'さだ（か）', 'き（まる）']",8
庭,8,['テイ'],['にわ'],10
廷,2,['テイ'],['にわ'],7
笛,8,"['テキ', 'ジャク']",['ふえ'],11
鉄,8,['テツ'],"['かね', 'くろがね']",13
失,7,"['シツ', 'イツ']","['うしな（う）', 'う（せる）']",5
転,8,['テン'],"['ころ（がす）', 'ころ（がる）', 'ころ（げる）', 'ころ（ぶ）', 'うた（た）', 'うつ（る）', 'くるり', 'こ（ける）', 'まろ（ぶ）']",11
都,8,"['ツ', 'ト']","['みやこ', 'すべ（て）']",11
度,8,"['ド', 'タク', 'ト']","['たび', 'のり', 'はか（る）', 'めもり', 'わた（る）']",9
廿,1,['ジュウ'],['にじゅう'],4
島,8,['トウ'],['しま'],10
等,8,['トウ'],"['ひと（しい）', 'など', 'ら']",12
登,8,"['ト', 'トウ']",['のぼ（る）'],12
癶,-1,['ハツ'],[],5
湯,8,"['トウ', 'ショウ']",['ゆ'],12
投,8,['トウ'],['な（げる）'],7
殳,-1,['シュ'],['ほこ'],4
動,8,"['ドウ', 'トウ']","['うご（かす）', 'うご（く）', 'やや（もすれば）']",11
童,8,"['ドウ', 'トウ']","['わらべ', 'わらわ']",12
農,8,"['ノウ', 'ドウ']",['たがや（す）'],13
辰,1,['シン'],"['たつ', 'とき', 'ひ']",7
波,8,['ハ'],['なみ'],8
皮,8,['ヒ'],['かわ'],5
配,8,['ハイ'],"['くば（る）', 'つれあい', 'なが（す）', 'なら（ぶ）']",10
倍,8,"['バイ', 'ハイ']","['そむ（く）', 'ま（す）']",10
咅,-1,,,-1
箱,8,"['ショウ', 'ソウ']",['はこ'],15
畑,8,[],"['はた', 'はたけ']",9
発,8,"['ハツ', 'ホツ']","['あば（く）', 'た（つ）', 'はな（つ）', 'ひら（く）']",9
反,8,"['ハン', 'タン', 'ホン']","['そ（らす）', 'そ（る）', 'かえ（す）', 'かえ（る）', 'そむ（く）']",4
板,8,"['ハン', 'バン']",['いた'],8
坂,8,"['ハン', 'バン']",['さか'],7
悲,8,['ヒ'],"['かな（しい）', 'かな（しむ）']",12
非,6,['ヒ'],"['あら（ず）', 'そし（る）', 'わる（い）']",8
鼻,8,['ビ'],"['はな', 'はじ（め）']",14
美,8,"['ビ', 'ミ']","['うつく（しい）', 'ほ（める）', 'よ（い）']",9
⺷,-1,,,-1
筆,8,['ヒツ'],['ふで'],12
氷,8,['ヒョウ'],"['こおり', 'ひ', 'こお（る）']",5
表,8,['ヒョウ'],"['あらわ（す）', 'あらわ（れる）', 'おもて', 'しるし']",8
病,8,"['ビョウ', 'ヘイ']","['やまい', 'や（む）']",10
疒,-1,['ダク'],[],5
丙,2,['ヘイ'],['ひのえ'],5
秒,8,['ビョウ'],['のぎ'],9
品,8,"['ヒン', 'ホン']",['しな'],9
吅,-1,,,-1
負,8,"['フ', 'ブ', 'フウ']","['お（う）', 'ま（かす）', 'ま（ける）', 'そむ（く）', 'たの（む）']",9
部,8,"['ブ', 'ホ', 'ホウ']","['くみ', 'す（べる）', 'つかさ', 'べ', 'わ（ける）']",11
福,8,['フク'],['さいわ（い）'],13
畐,-1,"['ヒョク', 'フク']",[],9
服,8,['フク'],"['きもの', 'き（る）', 'したが（う）', 'の（む）']",8
𠬝,-1,,,-1
物,8,"['ブツ', 'モツ']",['もの'],8
勿,1,"['ブツ', 'モチ']","['な（い）', 'なか（れ）', 'な（し）']",4
平,8,"['ビョウ', 'ヘイ', 'ヒョウ', 'ヘン']","['たい（ら）', 'ひら']",5
返,8,"['ヘン', 'ハン', 'ホン']","['かえ（す）', 'かえ（る）']",7
勉,8,['ベン'],['つと（める）'],10
免,3,"['メン', 'ブン', 'ベン']","['まぬか（れる）', 'う（む）', 'や（める）', 'ゆる（す）']",8
放,8,['ホウ'],"['はな（す）', 'はな（つ）', 'はな（れる）', 'ほう（る）', 'こ（く）', 'さ（く）', 'ひ（る）', 'ほしいまま', 'まか（す）', 'ゆる（す）']",8
味,8,"['ミ', 'ビ']","['あじ', 'あじ（わう）']",8
命,8,"['メイ', 'ミョウ']","['いのち', 'おお（せ）', 'みこと']",8
叩,1,['コウ'],"['たた（く）', 'はた（く）', 'ひか（える）']",5
面,8,"['メン', 'ベン']","['おも', 'おもて', 'つら', 'そむ（く）', 'も']",9
囬,-1,,,-1
問,8,"['モン', 'ブン']","['と（い）', 'と（う）', 'とん', 'たず（ねる）', 'たよ（り）']",11
薬,8,['ヤク'],['くすり'],16
役,8,"['ヤク', 'エキ']","['いくさ', 'つと（め）']",7
油,8,"['ユ', 'ユウ']",['あぶら'],8
遊,8,"['ユウ', 'ユ']","['あそ（ぶ）', 'すさ（び）', 'すさ（ぶ）']",12
斿,-1,"['ユウ', 'リュウ']",[],9
有,8,"['ユウ', 'ウ']","['あ（る）', 'も（つ）']",6
龴,-1,,,-1
乛,-1,,,-1
葉,8,"['ヨウ', 'ショウ']","['は', 'かみ', 'すえ']",12
枼,-1,,,-1
陽,8,['ヨウ'],"['いつわ（る）', 'ひ', 'ひなた']",12
羊,8,['ヨウ'],['ひつじ'],6
洋,8,['ヨウ'],"['うみ', 'なだ', 'ひろ（い）']",9
様,8,['ヨウ'],['さま'],14
氺,-1,,,-1
落,8,['ラク'],"['お（ちる）', 'お（とす）', 'さと']",12
洛,1,['ラク'],"['つら（なる）', 'みやこ']",9
旅,8,"['リョ', 'ロ']","['たび', 'いくさ']",10
両,8,['リョウ'],['ふた（つ）'],6
緑,8,"['リョク', 'ロク']",['みどり'],14
录,-1,,,-1
流,8,"['リュウ', 'ル']","['なが（す）', 'なが（れる）']",10
㐬,-1,,,-1
礼,8,"['レイ', 'ライ']","['うやま（う）', 'のり']",5
列,8,['レツ'],"['つら（なる）', 'つら（ねる）', 'なら（べる）']",6
刂,-1,,,-1
練,8,['レン'],"['ね（る）', 'ねりぎぬ']",14
路,8,['ロ'],"['じ', 'くるま', 'みち']",13
和,8,"['ワ', 'オ', 'カ']","['なご（む）', 'なご（やか）', 'やわ（らぐ）', 'やわ（らげる）', 'あ（える）', 'な（ぐ）']",8
愛,7,['アイ'],"['いと（しい）', 'う（い）', 'お（しむ）', 'かな（しい）', 'まな', 'め（でる）']",13
案,7,['アン'],"['かんが（える）', 'つくえ']",10
以,7,['イ'],"['もち（いる）', 'もっ（て）']",5
位,7,['イ'],['くらい'],7
胃,5,['イ'],[],9
囲,6,['イ'],"['かこ（う）', 'かこ（む）']",7
衣,7,"['イ', 'エ']","['ころも', 'きぬ', 'き（る）']",6
印,7,['イン'],"['しるし', 'しる（す）']",6
卩,-1,"['セツ', 'セチ']",['わりふ'],2
英,7,['エイ'],"['はな', 'はなぶさ', 'ひい（でる）']",8
栄,7,['エイ'],"['さか（える）', 'は（え）', 'は（える）', 'は（やす）']",9
塩,7,"['エン', 'アン']",['しお'],13
億,7,['オク'],['おしはか（る）'],15
貨,7,['カ'],['たから'],11
課,7,['カ'],"['こころ（みる）', 'はか（る）', 'わりあ（てる）']",15
果,7,['カ'],"['は（たす）', 'は（て）', 'は（てる）', 'おお（せる）', 'くだもの', 'はか']",8
加,7,['カ'],"['くわ（える）', 'くわ（わる）']",5
芽,7,['ガ'],"['め', 'めぐ（む）']",8
牙,2,"['ゲ', 'ガ']","['きば', 'さいとり', 'は']",4
械,7,['カイ'],"['かせ', 'からくり']",11
戒,4,['カイ'],['いまし（める）'],7
改,7,['カイ'],"['あらた（まる）', 'あらた（める）']",7
害,7,"['ガイ', 'カイ', 'カツ']","['そこ（なう）', 'わざわ（い）']",10
街,7,"['ガイ', 'カイ']","['まち', 'ちまた']",12
圭,1,['ケイ'],['たま'],6
覚,7,"['カク', 'コウ']","['おぼ（える）', 'さ（ます）', 'さ（める）', 'さと（り）', 'さと（る）']",12
関,7,['カン'],"['かか（わる）', 'せき', 'からくり', 'かんぬき']",14
管,7,['カン'],"['くだ', 'つかさど（る）', 'ふえ']",14
㠯,-1,,,-1
観,7,['カン'],"['しめ（す）', 'み（る）', 'み（せる）']",18
願,7,['ガン'],"['ねが（う）', 'ねが（わくは）']",19
喜,6,['キ'],['よろこ（ぶ）'],12
壴,-1,,,-1
季,7,['キ'],['すえ'],8
旗,7,['キ'],['はた'],14
紀,6,['キ'],"['おさ（める）', 'しる（す）', 'のり']",9
希,7,"['キ', 'ケ']","['こいねが（う）', 'まれ']",7
布,6,"['フ', 'ホ']","['ぬの', 'し（く）']",5
機,7,['キ'],"['はた', 'おり', 'からくり', 'きざ（し）', 'はずみ']",16
幾,4,['キ'],"['いく', 'きざ（し）', 'こいねが（う）', 'ほとん（ど）']",12
器,7,['キ'],['うつわ'],15
㗊,-1,,,-1
議,7,['ギ'],['はか（る）'],20
義,6,['ギ'],['よ（い）'],13
救,6,"['キュウ', 'ク', 'グ']","['すく（う）', 'たす（ける）']",11
泣,7,['キュウ'],['な（く）'],8
給,7,['キュウ'],"['たま（う）', 'たまわ（る）']",12
挙,7,['キョ'],"['あ（がる）', 'あ（げる）', 'こぞ（って）', 'こぞ（る）']",10
兴,-1,,,-1
協,7,['キョウ'],['かな（う）'],8
劦,-1,,,-1
鏡,7,['キョウ'],['かがみ'],19
竟,1,"['キョウ', 'ケイ']","['お（わる）', 'きわ（める）', 'さかい', 'つい（に）', 'つ（きる）', 'わた（る）']",11
競,7,"['キョウ', 'ケイ']","['きそ（う）', 'せ（る）', 'きお（う）', 'くら（べる）']",20
竞,-1,,,-1
共,7,['キョウ'],['とも'],6
極,7,"['キョク', 'ゴク']","['きわ（まる）', 'きわ（み）', 'きわ（める）', 'き（まる）', 'き（める）']",12
亟,1,"['キ', 'キョク']","['しばしば', 'すみ（やか）']",8
訓,7,"['クン', 'キン']","['おし（える）', 'よ（む）']",10
郡,7,"['グン', 'クン']",['こおり'],10
型,6,['ケイ'],['かた'],9
刑,3,"['ケイ', 'ギョウ']","['しおき', 'のり']",6
径,7,['ケイ'],"['こみち', 'さしわたし', 'ただ（ちに）', 'みち']",8
景,7,"['ケイ', 'エイ']",[],12
芸,7,"['ゲイ', 'ウン']","['う（える）', 'くさぎ（る）', 'わざ']",7
結,7,"['ケツ', 'ケイ', 'ケチ']","['むす（ぶ）', 'ゆ（う）', 'ゆ（わえる）', 'す（く）']",12
吉,3,"['キチ', 'キツ']",['よ（い）'],6
建,7,"['ケン', 'コン']","['た（つ）', 'た（てる）', 'くつがえ（す）']",9
廴,-1,['イン'],[],3
健,7,['ケン'],"['すこ（やか）', 'したた（か）', 'たけ（し）']",11
験,7,"['ケン', 'ゲン']","['あかし', 'しるし', 'ため（す）']",18
㑒,-1,,,-1
固,7,['コ'],"['かた（い）', 'かた（まる）', 'かた（める）', 'もと（より）']",8
候,7,['コウ'],"['そうろう', 'うかが（う）', 'さぶら（う）', 'ま（つ）']",10
功,7,"['コウ', 'ク']",['いさお'],5
好,7,['コウ'],"['この（む）', 'す（く）', 'よ（い）', 'よしみ']",6
航,6,['コウ'],['わた（る）'],10
亢,1,['コウ'],"['あ（がる）', 'あ（たる）', 'きわ（める）', 'たか（い）', 'たかぶ（る）', 'のど']",4
康,7,['コウ'],['やす（い）'],11
隶,-1,['タイ'],['およ（ぶ）'],8
告,6,"['コク', 'コウ']",['つ（げる）'],7
⺧,-1,,,-1
差,7,"['サ', 'サイ', 'シ']","['さ（す）', 'たが（う）', 'つか（わす）']",10
最,7,['サイ'],"['もっと（も）', 'も']",12
菜,7,['サイ'],['な'],11
采,2,['サイ'],"['いろどり', 'うね', 'すがた', 'と（る）']",8
材,7,"['ザイ', 'サイ']",['まるた'],7
昨,7,['サク'],['きのう'],9
殺,6,"['サツ', 'サイ', 'セツ']","['ころ（す）', 'あや（める）', 'けず（る）', 'そ（ぐ）', 'そ（げる）']",10
杀,-1,,,-1
刷,7,['サツ'],"['す（る）', 'は（く）']",8
札,7,['サツ'],"['ふだ', 'さね', 'わかじに']",5
察,7,['サツ'],"['あき（らか）', 'し（る）', 'み（る）']",14
参,7,"['サン', 'シン']","['まい（る）', 'まじ（わる）']",8
散,7,['サン'],"['ち（らかす）', 'ち（らかる）', 'ち（らす）', 'ち（る）', 'ばら']",12
産,7,['サン'],"['う（まれる）', 'う（む）', 'うぶ']",11
产,-1,,,-1
残,7,['ザン'],"['のこ（す）', 'のこ（る）', 'そこ（なう）']",10
㦮,-1,,,-1
史,6,['シ'],"['ふびと', 'ふみ']",5
乀,-1,['フツ'],[],1
試,7,['シ'],"['こころ（みる）', 'ため（す）']",13
司,7,"['シ', 'ス']","['つかさ', 'つかさど（る）']",5
治,7,"['ジ', 'チ']","['おさ（まる）', 'おさ（める）', 'なお（す）', 'なお（る）']",8
児,7,"['ジ', 'ニ']",['こ'],7
旧,6,['キュウ'],"['ふ（る）', 'ふる（い）', 'ふる（びる）', 'もと']",5
辞,7,['ジ'],"['や（める）', 'ことば', 'ことわ（る）']",13
辛,3,['シン'],"['から（い）', 'かのと', 'つら（い）']",7
借,7,"['シャク', 'シャ', 'セキ']",['か（りる）'],10
種,7,"['シュ', 'ショウ']","['たね', 'う（える）', 'くさ']",14
祝,7,"['シュク', 'シュウ']","['いわ（う）', 'た（つ）', 'の（る）', 'のろ（う）']",9
順,7,['ジュン'],"['したが（う）', 'すなお']",12
初,7,"['ショ', 'ソ']","['はじ（め）', 'はじ（めて）', 'はつ', 'そ（める）', 'うい', 'うぶ']",7
衤,-1,[],[],5
唱,7,['ショウ'],"['とな（える）', 'うた', 'うた（う）']",11
昌,1,['ショウ'],['さか（ん）'],8
笑,7,['ショウ'],"['わら（う）', 'え（む）']",10
夭,1,['ヨウ'],"['うつく（しい）', 'わか（い）', 'わかじに', 'わざわ（い）']",4
